ESTACION;CODIGO;X;Y;MUNICIPIO;CUENCA;Jahr;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1964;10,4;40,3;0,7;154,9;112,6;100,8;65,9;20,9;34,8;98,1;93,5;61,4
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1963;43,7;108,8;86,4;154,1;126,3;48,2;30;31,3;35,2;91,2;177,4;10,5
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1962;102,9;70,4;93,2;90,2;116,6;108,7;41,5;58,9;37;118,5;78,3;85
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1961;65,6;6,8;110,7;91,8;10,8;32,2;16;26,9;39,4;167,3;141,2;3,9
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1960;10,6;77,1;57,8;114,4;38;28,4;53,5;50,7;47,5;105,7;75,5;93,3
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1959;26,4;45;32,8;57,8;131,7;61,4;103,7;59;52,5;162,4;155,4;33
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1958;75,8;65,5;41,9;54,5;53,8;32,6;29,4;68,3;41,2;146,8;233,8;117,9
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1957;48,7;51,1;134,1;92,1;169,6;52,8;57;40,9;39,2;231,6;69,2;38,2
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1956;73,6;104,1;79,1;60,2;46,1;86,9;37,3;44,8;58,6;147;83,5;180,3
Usaquen;2120111;1010630;1005770;Santafe de Bogota;R. Bogota;1955;0;18;94;75;43,6;50;94;11;72,9;227,5;175;180,9
